block_number,miner_reward,fee_recipient_eth_diff,miner,fee_recipient,coinbase_transfers,eth_sent_to_fee_recipient,gas_used,gas_price,effective_priority_fee
15773582,31226650593386808,31226650593386808,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,8019969,3893612380,3893612380
15773589,26942542026617346,26942542026617346,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9339520,2884788728,2884788728
15773591,42527395256480311,42527395256480311,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,1706424,24921939246,24921939246
15773597,111547916785883441,111547916785883441,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,4677469144491168,4677469144491168,17657733,6317227516,6317227516
15773601,24078114109663086,24078114109663086,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,4734224,5085968494,5085968494
15773608,32843561647003269,32843561647003269,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,3906244028142584,3906244028142584,10023854,3276540305,3276540305
15773612,114303259262934958,114303259262934958,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,4235812816347543,4235812816347543,15827429,7221846281,7221846281
15773615,94967350237085041,94967350237085041,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,19621775,4839895994,4839895994
15773618,78620758751685222,78620758751685222,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,10341045082693205,10341045082693205,6705113,11725493478,11725493478
15773620,108131596445394651,108131596445394651,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,16601729270295451,16601729270295451,1842042,58702025494,58702025494
15773625,238867523246518597,238867523246518597,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,13314261178646528,13314261178646528,4721761,50588651828,50588651828
15773633,204977710694853348,204977710694853348,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,148396370029318125,148396370029318125,22030946,9304081208,9304081208
15773634,75876479121406775,75876479121406775,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,15061416961229620,15061416961229620,8568359,8855427173,8855427173
15773635,88022561669426007,88022561669426007,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,4612627617992880,4612627617992880,11010261,7994593558,7994593558
15773637,68926833612669512,68926833612669512,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,17873313539118391,17873313539118391,25595980,2692877303,2692877303
15773638,20724425183895852,20724425183895852,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,458727,45178123772,45178123772
15773639,41228872754613407,41228872754613407,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,853976889078159,853976889078159,10824027,3809014219,3809014219
15773640,44183807429245985,44183807429245985,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12054503,3665336300,3665336300
15773651,31832203945252699,31832203945252699,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1000000000012243,1000000000012243,7165231,4442592841,4442592841
15773652,18620655984778125,18620655984778125,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,486590,38267650351,38267650351
15773657,20425636455780975,20425636455780975,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10600929,1926777969,1926777969
15773658,4280910303056130,4280910303056130,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,635915,6731890744,6731890744
15773668,256046240947244951,256046240947244951,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,562181954410611,562181954410611,18433170,13890515898,13890515898
15773669,57536109052810896,57536109052810896,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,687594852187198,687594852187198,13025665,4417134100,4417134100
15773671,42233236654646924,42233236654646924,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,3656517712881502,3656517712881502,14904988,2833496857,2833496857
15773677,94700750019574757,94700750019574757,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,921977302100000,921977302100000,17949528,5275946532,5275946532
15773683,24334093595250799,24334093595250799,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1407903991136038,1407903991136038,7480862,3252846208,3252846208
15773686,13498501975787005,13498501975787005,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,3285860,4108057548,4108057548
15773691,125517404285870422,125517404285870422,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,8450552725896847,8450552725896847,12808350,9799654466,9799654466
15773693,44657215192629442,44657215192629442,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,942250429045437,942250429045437,18750737,2381624529,2381624529
15773699,352783579674556332,352783579674556332,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,5623520136928711,5623520136928711,13689255,25770838491,25770838491
15773702,29453211282474082,29453211282474082,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,9955654338378614,9955654338378614,3488961,8441828751,8441828751
15773707,60156767193241965,60156767193241965,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,18062365040594496,18062365040594496,12443954,4834216455,4834216455
15773708,21760643649494656,21760643649494656,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,635504501653804,635504501653804,4741468,4589431722,4589431722
15773711,171188997894315726,171188997894315726,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,65822100000000000,65822100000000000,26438993,6474868308,6474868308
15773718,171548380110607805,171548380110607805,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12117352,14157249876,14157249876
15773722,1819632085587229159,1819632085587229159,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,78039527371304540,78039527371304540,25897775,70262101110,70262101110
15773723,193834636826545469,193834636826545469,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1880129578344916,1880129578344916,14877360,13028832859,13028832859
15773729,106507460604953447,106507460604953447,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,32482589754566328,32482589754566328,22303887,4775286953,4775286953
15773733,21313424856186028,21313424856186028,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11545766,1845994874,1845994874
15773737,18942154717281036,18942154717281036,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,6255174,3028237858,3028237858
15773738,38326070844159650,38326070844159650,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,16626791,2305079244,2305079244
15773741,16672748925279260,16672748925279260,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,7005675,2379891862,2379891862
15773758,47070248950472863,47070248950472863,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,254442366060646,254442366060646,23706957,1985503620,1985503620
15773766,57420980007236304,57420980007236304,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,84828967366510,84828967366510,26155303,2195385769,2195385769
15773768,21290763237123193,21290763237123193,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,888996538947592,888996538947592,9564734,2225965012,2225965012
15773779,75064510749634844,75064510749634844,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1012105450728000,1012105450728000,25945916,2893114690,2893114690
15773781,59914116793548998,59914116793548998,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1164762113333367,1164762113333367,17849947,3356543119,3356543119
15773783,609359063652338171,609359063652338171,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,59528470036432341,59528470036432341,12605700,48339962370,48339962370
15773792,67278110473059798,67278110473059798,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,7441986,9040343595,9040343595
15773793,57791961148456261,57791961148456261,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,12055103066099801,12055103066099801,12154969,4754595519,4754595519
15773794,92959975176852092,92959975176852092,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,34952757041780524,34952757041780524,18246497,5094675168,5094675168
15773799,116704488105748433,116704488105748433,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,12170343753602556,12170343753602556,26491043,4405431983,4405431983
15773802,65555866158800432,65555866158800432,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,41901832211650773,41901832211650773,8645499,7582658462,7582658462
15773803,62781404551651670,62781404551651670,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,4214237,14897454640,14897454640
15773804,116755829105558257,116755829105558257,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,9128045760831208,9128045760831208,15146971,7708196517,7708196517
15773805,57523421497467518,57523421497467518,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1533060419323025,1533060419323025,14644822,3927901718,3927901718
15773807,131974838995674308,131974838995674308,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,19156835,6889177622,6889177622
15773809,159768935461312970,159768935461312970,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,15506455500038517,15506455500038517,5383138,29679516939,29679516939
15773817,99265406038782626,99265406038782626,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,20379643,4870811821,4870811821
15773821,109737115800797290,109737115800797290,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,149429957578142,149429957578142,20706503,5299645034,5299645034
15773829,38246898023194685,38246898023194685,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,13071349612184173,13071349612184173,11629498,3288783232,3288783232
15773833,79857762626690465,79857762626690465,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,74678573642495,74678573642495,20259300,3941782915,3941782915
15773836,31603710859563679,31603710859563679,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10670982,2961649720,2961649720
15773837,32511731216100069,32511731216100069,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,203748892667086,203748892667086,2028952,16023903579,16023903579
15773840,162983458591485650,162983458591485650,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,34447848859665418,34447848859665418,20855890,7814744831,7814744831
15773843,66798420653254807,66798420653254807,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,18826714,3548065830,3548065830
15773846,102997885464703731,102997885464703731,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,14634772463491737,14634772463491737,23656050,4353976486,4353976486
15773850,293756027501790404,293756027501790404,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,169715621443364175,169715621443364175,28693293,10237794159,10237794159
15773853,71766182089200336,71766182089200336,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,4071200329761513,4071200329761513,15071092,4761843540,4761843540
15773863,48588810931702302,48588810931702302,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1243189952514568,1243189952514568,16239656,2991985232,2991985232
15773864,61696343819491698,61696343819491698,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,13064872491849392,13064872491849392,16342819,3775134743,3775134743
15773868,2722435936632928613,2722435936632928613,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,39470340858589459,39470340858589459,22083915,123276870819,123276870819
15773870,500317679778202012,500317679778202012,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,350471460488677645,350471460488677645,17364973,28811889300,28811889300
15773871,107912181963502784,107912181963502784,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,73491381376195091,73491381376195091,17395110,6203592961,6203592961
15773873,121922131418140265,121922131418140265,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,22843372418211600,22843372418211600,9458457,12890277073,12890277073
15773876,52877930418204671,52877930418204671,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,13787426717047178,13787426717047178,14748098,3585406770,3585406770
15773879,82927410631008905,82927410631008905,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9825516,8440005657,8440005657
15773881,110128524367146570,110128524367146570,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,53857449508133431,53857449508133431,18636411,5909320435,5909320435
15773882,30420954668419643,30420954668419643,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,10130659622360519,10130659622360519,10716717,2838644957,2838644957
15773886,25477615187715444,25477615187715444,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9815871,2595553179,2595553179
15773887,23341929765598815,23341929765598815,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7136322262009017,7136322262009017,7019749,3325180111,3325180111
15773891,54843133974803772,54843133974803772,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,341263525810103,341263525810103,22579515,2428888927,2428888927
15773893,57097402524585707,57097402524585707,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7280215681062923,7280215681062923,23885402,2390472746,2390472746
15773900,33117306645695692,33117306645695692,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,5031640086609920,5031640086609920,10644784,3111129981,3111129981
15773902,69422473281530195,69422473281530195,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,16951895610185843,16951895610185843,16374633,4239635372,4239635372
15773907,103954271519882618,103954271519882618,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,79460405512942744,79460405512942744,14746069,7049626006,7049626006
15773913,87470034036606317,87470034036606317,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,21048839,4155575233,4155575233
15773915,43594942514299484,43594942514299484,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,2783214,15663525159,15663525159
15773923,107205843039198800,107205843039198800,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2274126285875831,2274126285875831,12376712,8661900110,8661900110
15773926,26833797317618640,26833797317618640,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12096594,2218293621,2218293621
15773927,485645494013869164,485645494013869164,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,2731389,177801658428,177801658428
15773928,36290944619834496,36290944619834496,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,3184635999999997,3184635999999997,11522058,3149692929,3149692929
15773932,90750336899210991,90750336899210991,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,754098098127672,754098098127672,16265407,5579346209,5579346209
15773935,471932169104715305,471932169104715305,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10844989,43516150095,43516150095
15773938,167348715229499899,167348715229499899,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,188735049782216,188735049782216,12982535,12890295711,12890295711
15773943,171105217664878955,171105217664878955,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,136506721529967678,136506721529967678,18194129,9404419286,9404419286
15773944,36208683217476006,36208683217476006,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9293335,3896199073,3896199073
15773945,50274838058043263,50274838058043263,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,15000383,3351570293,3351570293
15773946,81399195993457069,81399195993457069,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7069171639229230,7069171639229230,10456469,7784577756,7784577756
15773949,144666337363025546,144666337363025546,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,71873454060263235,71873454060263235,23271565,6216442141,6216442141
15773956,97988514348517612,97988514348517612,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,48380008551599284,48380008551599284,5088904,19255327738,19255327738
15773957,300540128252044641,300540128252044641,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,270860187900781474,270860187900781474,16398000,18327852680,18327852680
15773959,363906482136933549,363906482136933549,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,6128641458754389,6128641458754389,25409984,14321397531,14321397531
15773961,410067481901817936,410067481901817936,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,194271259636873335,194271259636873335,29844274,13740239816,13740239816
15773963,439093718564920963,439093718564920963,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,235825728794175637,235825728794175637,18072994,24295571534,24295571534
15773966,73541632640701852,73541632640701852,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,30881326291988,30881326291988,9670011,7605123990,7605123990
15773968,470912052097415811,470912052097415811,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,864685669707294,864685669707294,19504434,24143846065,24143846065
15773971,207310093856052242,207310093856052242,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,114398192441274770,114398192441274770,23082405,8981303891,8981303891
15773976,103492583898609414,103492583898609414,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,12346133309447829,12346133309447829,17168020,6028218973,6028218973
15773986,90265878310615545,90265878310615545,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10587954,8525337219,8525337219
15773995,58546470196872055,58546470196872055,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7847274477931460,7847274477931460,25271455,2316703577,2316703577
15773996,27358709754787505,27358709754787505,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2912212808864824,2912212808864824,2233717,12248064439,12248064439
15773998,48514394239863956,48514394239863956,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,13331155078216544,13331155078216544,15355384,3159438685,3159438685
15774000,40744637759074895,40744637759074895,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11865265,3433942500,3433942500
15774001,18922389524740161,18922389524740161,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10745733,1760921244,1760921244
15774010,56856729422764410,56856729422764410,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11948709,4758399373,4758399373
15774012,91108002317337194,91108002317337194,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,11346704370980688,11346704370980688,22218150,4100611541,4100611541
15774021,13019657013163530,13019657013163530,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,571699,22773622156,22773622156
15774023,30792517705018337,30792517705018337,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,7548688,4079188026,4079188026
15774025,45760401983200545,45760401983200545,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7628916422670502,7628916422670502,12067852,3791926018,3791926018
